,0,1,2,3,4
5711,15,42,-20.06,13.96,-6.95
5714,15,45,-19.81,16.52,-8.41
5717,15,48,-20.15,16.42,-9.1
5720,15,51,-18.67,19.59,-9.32
5723,15,54,-23.08,21.66,-11.27
5726,15,57,-25.59,21.97,-18.42
5729,15,60,-26.57,20.93,-21.58
5732,15,63,-28.85,21.9,-24.04
5735,15,66,-31.76,16.58,-27.88
5738,15,69,-34.99,12.49,-31.87
5741,15,72,-37.94,10.12,-30.05
5744,15,75,-39.88,2.13,-31.96
5747,15,78,-43.22,0.3,-29.23
5748,15,168,-23.19,31.26,-25.02
5751,15,171,-19.72,31.96,-31.95
5754,15,174,-22.46,32.74,-32.95
5757,15,177,-23.03,31.82,-36.32
5760,15,180,-26.71,23.69,-40.66
5763,15,183,-14.9,25.89,-49.6
5766,15,186,-23.51,25.26,-48.65
5769,15,189,-22.04,20.01,-53.61
5772,15,192,-19.1,12.27,-55.77
5775,15,195,-16.7,13.71,-54.99
5778,15,198,-20.82,14.9,-54.15
5781,15,201,-19.97,4.24,-52.98
5784,15,204,-20.12,4.32,-52.68
5787,15,207,-15.1,10.82,-49.4
5790,15,210,-22.4,7.07,-44.17
5793,15,213,-16.24,7.63,-43.32
5796,15,216,-19.79,4.53,-38.46
5799,15,219,-13.49,9.41,-39.05
5802,15,222,-14.21,17.06,-37.19
5805,15,225,-14.9,11.83,-40.2
5808,15,228,-17.84,9.95,-40.64
5811,15,231,-17.66,8.55,-42.18
5814,15,234,-15.31,17.27,-39.43
5817,15,237,-20.95,5.89,-38.44
5820,15,240,-23.53,6.3,-37.41
5823,15,243,-12.03,13.66,-41.29
5826,15,246,-26.29,6.65,-39.33
5829,15,249,-24.98,5.91,-42.01
5832,15,252,-26.97,6.44,-40.91
5835,15,255,-23.44,-0.11,-40.82
5838,15,258,-27.24,2.16,-37.4
5841,15,261,-24.71,2.74,-37.31
5844,15,264,-21.93,2.09,-32.98
5847,15,267,-19.93,3.59,-32.09
5850,15,270,-24.13,6.0,-27.99
5853,15,273,-21.77,9.01,-28.38
5856,15,276,-23.5,8.25,-25.9
5859,15,279,-17.43,6.39,-29.09
5862,15,282,-20.8,8.37,-23.46
5865,15,285,-19.29,4.87,-19.89
5868,15,288,-19.35,1.7,-15.56
5871,15,291,-17.86,4.87,-12.45
5874,15,294,-17.88,6.23,-5.44
5877,15,297,-18.42,9.57,-2.85
5880,15,300,-20.5,13.99,-2.66
5883,15,303,-21.58,18.93,-6.73
5886,15,306,-23.57,22.16,-5.1
5889,15,309,-25.1,22.28,-13.13
5892,15,312,-27.4,23.19,-16.48
5895,15,315,-25.21,19.85,-27.09
5898,15,318,-29.08,17.74,-26.52
5901,15,321,-28.46,9.02,-30.39
5904,15,324,-23.53,4.68,-33.25
5907,15,327,-20.59,6.65,-34.02
5910,15,330,-25.61,0.19,-30.13
5913,15,333,-21.34,-4.47,-29.28
5916,15,336,-20.13,-7.09,-26.38
5919,15,339,-17.11,-8.77,-22.99
5922,15,342,-18.26,-10.23,-17.2
5925,15,345,-17.48,-9.31,-11.31
5928,15,348,-16.77,-5.74,-11.43
5931,15,351,-17.45,-1.43,-11.22
5934,15,354,-17.75,1.24,-11.06
5937,15,357,-19.86,3.14,-13.03
5940,15,360,-19.99,3.31,-14.64
5943,15,363,-18.69,5.41,-20.12
5946,15,366,-21.17,7.44,-19.05
5949,15,369,-22.56,4.83,-21.73
5952,15,372,-23.48,0.59,-21.93
5955,15,375,-15.45,5.88,-27.34
5958,15,378,-26.34,3.31,-19.51
5961,15,381,-27.67,4.75,-18.39
5964,15,384,-28.46,9.11,-21.41
5967,15,387,-28.72,7.03,-28.08
5970,15,390,-32.34,10.29,-29.98
6563,18,6,-25.2,-11.76,-17.11
6566,18,9,-23.47,-9.14,-16.91
6569,18,12,-23.7,-6.94,-11.7
6572,18,15,-24.08,-3.63,-5.23
6575,18,18,-23.6,-1.04,-2.72
6578,18,21,-24.77,4.19,-4.67
6581,18,24,-25.04,7.81,-0.75
6584,18,27,-24.24,11.79,-1.17
6587,18,30,-23.15,12.35,-5.66
6590,18,33,-21.02,14.39,-10.73
6593,18,36,-22.49,15.14,-6.77
6596,18,39,-22.02,14.7,-6.34
6599,18,42,-22.43,15.19,-9.84
6602,18,45,-20.38,17.78,-10.24
6605,18,48,-23.75,17.13,-6.98
6608,18,51,-21.73,17.76,-7.76
6611,18,54,-24.86,20.34,-12.53
6614,18,57,-25.01,18.47,-19.53
6617,18,60,-28.2,20.58,-16.29
6620,18,63,-29.87,19.73,-22.22
6623,18,66,-32.46,16.75,-28.45
6626,18,69,-34.42,7.88,-31.71
6629,18,72,-38.91,7.3,-28.3
6632,18,75,-42.75,-3.8,-25.48
6635,18,78,-46.82,-5.34,-25.83
6636,18,168,-23.93,35.54,-25.75
6639,18,171,-22.06,32.93,-32.01
6642,18,174,-22.23,32.81,-32.9
6645,18,177,-23.25,35.0,-34.11
6648,18,180,-30.4,24.33,-39.06
6651,18,183,-17.07,25.04,-49.4
6654,18,186,-27.31,20.29,-50.54
6657,18,189,-21.36,19.01,-55.86
6660,18,192,-20.3,11.13,-57.18
6663,18,195,-20.77,15.81,-55.56
6666,18,198,-22.57,12.65,-55.71
6669,18,201,-17.66,0.81,-55.54
6672,18,204,-24.16,7.38,-51.91
6675,18,207,-18.69,9.18,-49.67
6678,18,210,-26.3,3.98,-43.96
6681,18,213,-14.37,3.76,-44.41
6684,18,216,-19.75,5.77,-39.81
6687,18,219,-10.59,13.42,-40.13
6690,18,222,-12.55,16.99,-38.83
6693,18,225,-16.78,7.66,-43.38
6696,18,228,-16.46,6.44,-43.13
6699,18,231,-17.13,7.33,-43.88
6702,18,234,-10.7,18.68,-41.29
6705,18,237,-17.72,0.36,-40.93
6708,18,240,-22.42,3.81,-39.72
6711,18,243,-13.41,14.27,-42.84
6714,18,246,-26.38,2.1,-38.9
6717,18,249,-19.15,3.57,-45.4
6720,18,252,-28.1,4.03,-38.55
6723,18,255,-28.01,2.82,-38.6
6726,18,258,-30.08,0.35,-36.0
6729,18,261,-24.21,1.49,-37.66
6732,18,264,-25.12,6.66,-34.62
6735,18,267,-27.31,4.39,-31.71
6738,18,270,-29.59,5.87,-27.66
6741,18,273,-23.73,12.39,-30.83
6744,18,276,-28.21,8.3,-26.05
6747,18,279,-21.87,5.65,-29.42
6750,18,282,-21.61,10.43,-24.82
6753,18,285,-24.38,4.27,-18.19
6756,18,288,-22.22,2.2,-14.81
6759,18,291,-19.46,6.37,-10.68
6762,18,294,-18.64,7.6,-3.53
6765,18,297,-17.9,10.04,-3.3
6768,18,300,-19.16,13.2,-0.82
6771,18,303,-21.69,18.31,-7.11
6774,18,306,-22.31,22.38,-7.01
6777,18,309,-23.45,23.27,-16.0
6780,18,312,-29.48,21.56,-16.16
6783,18,315,-25.5,18.6,-28.71
6786,18,318,-29.7,16.9,-27.14
6789,18,321,-28.55,6.87,-31.02
6792,18,324,-21.76,5.6,-35.06
6795,18,327,-19.98,9.58,-34.8
6798,18,330,-26.28,0.11,-32.02
6801,18,333,-20.1,-4.93,-31.37
6804,18,336,-19.31,-3.92,-30.79
6807,18,339,-17.33,-5.95,-25.31
6810,18,342,-16.81,-9.25,-19.5
6813,18,345,-16.68,-7.99,-14.52
6816,18,348,-14.71,-5.65,-13.48
6819,18,351,-15.77,-1.89,-12.64
6822,18,354,-15.61,0.78,-13.04
6825,18,357,-19.95,1.62,-13.73
6828,18,360,-20.07,2.21,-16.16
6831,18,363,-21.14,4.49,-18.22
6834,18,366,-19.7,7.01,-19.72
6837,18,369,-22.38,0.98,-20.15
6840,18,372,-23.18,-0.25,-20.23
6843,18,375,-15.02,5.15,-24.57
6846,18,378,-24.32,3.0,-17.59
6849,18,381,-23.51,4.07,-17.39
6852,18,384,-24.69,10.04,-18.71
6855,18,387,-26.21,6.11,-25.95
6858,18,390,-27.24,11.18,-29.1
7139,21,6,-27.18,-12.98,-21.27
7142,21,9,-27.05,-9.87,-16.02
7145,21,12,-26.92,-6.76,-10.77
7148,21,15,-26.62,-3.35,-6.84
7151,21,18,-26.31,0.07,-2.91
7154,21,21,-26.63,4.3,-2.13
7157,21,24,-26.95,8.54,-1.34
7160,21,27,-25.99,11.06,-3.44
7163,21,30,-25.03,13.58,-5.53
7166,21,33,-24.72,14.88,-5.57
7169,21,36,-24.41,16.18,-5.61
7172,21,39,-24.11,14.97,-8.45
7175,21,42,-23.81,13.76,-11.29
7178,21,45,-23.43,15.46,-11.66
7181,21,48,-23.04,17.15,-12.02
7184,21,51,-24.08,18.42,-13.43
7187,21,54,-25.12,19.68,-14.84
7190,21,57,-27.36,19.06,-17.11
7193,21,60,-29.6,18.43,-19.38
7196,21,63,-30.8,15.36,-25.3
7199,21,66,-32.0,12.3,-31.23
7202,21,69,-35.07,7.12,-28.42
7205,21,72,-38.14,1.94,-25.61
7208,21,75,-39.05,-1.36,-24.21
7211,21,78,-39.96,-4.65,-22.81
7212,21,324,-21.63,8.59,-34.62
7215,21,327,-16.17,9.42,-37.47
7218,21,330,-22.53,3.74,-34.88
7221,21,333,-21.68,-2.44,-33.31
7224,21,336,-16.52,-4.32,-33.67
7227,21,339,-14.39,-8.0,-29.51
7230,21,342,-15.01,-7.04,-25.03
7233,21,345,-14.73,-8.42,-18.79
7236,21,348,-13.29,-6.26,-17.63
7239,21,351,-12.88,-4.57,-16.25
7242,21,354,-13.46,0.18,-16.2
7245,21,357,-16.12,1.43,-17.0
7248,21,360,-17.39,1.61,-18.8
7251,21,363,-20.14,7.69,-16.74
7254,21,366,-15.85,1.43,-21.79
7257,21,369,-18.37,2.56,-21.5
7260,21,372,-18.05,-0.27,-20.88
7263,21,375,-15.72,0.91,-22.4
7266,21,378,-20.89,1.38,-17.9
7269,21,381,-20.16,3.88,-18.61
7272,21,384,-23.14,5.59,-22.23
7275,21,387,-23.82,4.74,-26.73
7278,21,390,-24.26,7.53,-28.76
7559,24,0,-32.02,-13.72,-30.74
7562,24,3,-30.59,-13.96,-28.09
7565,24,6,-29.16,-14.19,-25.44
7568,24,9,-29.66,-10.39,-17.64
7571,24,12,-30.15,-6.59,-9.85
7574,24,15,-29.59,-2.71,-6.47
7577,24,18,-29.03,1.17,-3.1
7580,24,21,-28.95,5.22,-2.52
7583,24,24,-28.86,9.27,-1.94
7586,24,27,-27.89,12.04,-3.67
7589,24,30,-26.92,14.82,-5.4
7592,24,33,-26.62,16.02,-4.92
7595,24,36,-26.33,17.23,-4.45
7598,24,39,-25.77,14.78,-8.6
7601,24,42,-25.2,12.33,-12.75
7604,24,45,-23.77,14.76,-14.9
7607,24,48,-22.34,17.18,-17.06
7610,24,51,-23.86,18.11,-17.11
7613,24,54,-25.39,19.03,-17.15
7616,24,57,-28.2,17.65,-19.81
7619,24,60,-31.01,16.27,-22.47
7622,24,63,-31.27,12.06,-28.23
7625,24,66,-31.54,7.85,-34.0
7628,24,69,-34.46,2.22,-28.47
7631,24,72,-37.38,-3.42,-22.93
7634,24,75,-35.24,-3.7,-21.36
7637,24,78,-33.1,-3.97,-19.8
7638,24,324,-21.5,11.59,-34.18
7641,24,327,-12.36,9.27,-40.13
7644,24,330,-18.79,7.37,-37.74
7647,24,333,-23.27,0.05,-35.25
7650,24,336,-13.73,-4.73,-36.56
7653,24,339,-11.44,-10.04,-33.72
7656,24,342,-13.21,-4.84,-30.56
7659,24,345,-12.77,-8.86,-23.07
7662,24,348,-11.87,-6.88,-21.78
7665,24,351,-9.98,-7.26,-19.86
7668,24,354,-11.3,-0.43,-19.36
7671,24,357,-12.3,1.24,-20.28
7674,24,360,-14.71,1.02,-21.45
7677,24,363,-19.14,10.9,-15.26
7680,24,366,-11.99,-4.15,-23.87
7683,24,369,-14.36,4.15,-22.85
7686,24,372,-12.92,-0.28,-21.54
7689,24,375,-16.43,-3.33,-20.23
7692,24,378,-17.45,-0.25,-18.21
7695,24,381,-16.82,3.7,-19.83
7698,24,384,-21.59,1.14,-25.74
7701,24,387,-21.44,3.37,-27.51
7704,24,390,-21.28,3.88,-28.41
7997,27,0,-34.1,-18.03,-23.46
8000,27,3,-33.67,-16.75,-20.22
8003,27,6,-33.25,-15.46,-16.99
8006,27,9,-32.13,-10.39,-10.43
8009,27,12,-31.01,-5.33,-3.87
8012,27,15,-29.83,-1.17,-0.24
8015,27,18,-28.66,3.0,3.39
8018,27,21,-28.17,7.22,2.33
8021,27,24,-27.68,11.45,1.27
8024,27,27,-27.31,12.83,0.86
8027,27,30,-26.95,14.21,0.44
8030,27,33,-26.87,14.94,-2.03
8033,27,36,-26.78,15.67,-4.49
8036,27,39,-27.01,12.74,-7.96
8039,27,42,-27.23,9.81,-11.43
8042,27,45,-25.84,12.91,-12.76
8045,27,48,-24.45,16.0,-14.09
8048,27,51,-26.04,15.07,-15.48
8051,27,54,-27.62,14.15,-16.87
8054,27,57,-29.6,11.55,-19.99
8057,27,60,-31.58,8.95,-23.11
8060,27,63,-33.64,5.85,-24.72
8063,27,66,-35.7,2.75,-26.33
8066,27,69,-34.93,-0.7,-22.6
8069,27,72,-34.17,-4.14,-18.86
8072,27,75,-32.74,-3.4,-15.6
8075,27,78,-31.32,-2.65,-12.33
8076,27,324,-20.74,8.69,-31.2
8079,27,327,-14.48,7.77,-35.8
8082,27,330,-18.04,4.73,-33.15
8085,27,333,-19.87,0.65,-33.01
8088,27,336,-15.87,-5.62,-32.4
8091,27,339,-12.3,-8.95,-31.37
8094,27,342,-12.87,-4.48,-28.37
8097,27,345,-12.62,-8.74,-21.75
8100,27,348,-10.98,-7.32,-20.24
8103,27,351,-9.69,-7.0,-18.93
8106,27,354,-10.78,-1.49,-18.83
8109,27,357,-11.2,-1.1,-18.63
8112,27,360,-10.2,0.16,-20.4
8115,27,363,-12.31,4.11,-18.07
8118,27,366,-9.57,-2.69,-22.84
8121,27,369,-10.2,-0.51,-22.16
8124,27,372,-10.71,-3.71,-21.34
8127,27,375,-11.78,-5.35,-20.08
8130,27,378,-13.54,-2.75,-18.2
8133,27,381,-15.03,0.77,-18.41
8136,27,384,-18.75,0.22,-21.53
8139,27,387,-16.72,1.32,-25.31
8142,27,390,-17.54,1.8,-24.83
8435,30,0,-28.27,-17.57,-28.2
8438,30,3,-30.24,-15.71,-23.9
8441,30,6,-32.21,-13.85,-19.6
8444,30,9,-30.74,-9.77,-13.89
8447,30,12,-29.28,-5.69,-8.17
8450,30,15,-30.01,-1.07,-4.88
8453,30,18,-30.75,3.56,-1.58
8456,30,21,-29.7,7.45,0.56
8459,30,24,-28.64,11.35,2.69
8462,30,27,-27.28,13.35,-1.18
8465,30,30,-25.92,15.35,-5.05
8468,30,33,-26.57,15.13,-3.45
8471,30,36,-27.21,14.91,-1.86
8474,30,39,-26.36,12.8,-9.49
8477,30,42,-25.5,10.69,-17.12
8480,30,45,-24.4,13.7,-17.52
8483,30,48,-23.3,16.71,-17.91
8486,30,51,-23.51,15.36,-19.67
8489,30,54,-23.72,14.01,-21.42
8492,30,57,-25.59,11.61,-23.22
8495,30,60,-27.47,9.21,-25.01
8498,30,63,-29.89,6.44,-25.6
8501,30,66,-32.31,3.66,-26.19
8504,30,69,-31.34,0.18,-15.9
8507,30,72,-30.37,-3.3,-5.61
8510,30,75,-28.8,-0.06,-11.42
8513,30,78,-27.23,3.18,-17.24
8514,30,324,-19.99,5.78,-28.22
8517,30,327,-16.61,6.27,-31.46
8520,30,330,-17.3,2.08,-28.56
8523,30,333,-16.48,1.26,-30.76
8526,30,336,-18.02,-6.5,-28.25
8529,30,339,-13.15,-7.86,-29.02
8532,30,342,-12.52,-4.12,-26.18
8535,30,345,-12.46,-8.63,-20.44
8538,30,348,-10.08,-7.75,-18.71
8541,30,351,-9.4,-6.74,-18.0
8544,30,354,-10.26,-2.56,-18.31
8547,30,357,-10.11,-3.45,-16.97
8550,30,360,-5.69,-0.69,-19.35
8553,30,363,-5.48,-2.69,-20.87
8556,30,366,-7.14,-1.23,-21.81
8559,30,369,-6.03,-5.18,-21.48
8562,30,372,-8.51,-7.14,-21.14
8565,30,375,-7.12,-7.38,-19.93
8568,30,378,-9.62,-5.25,-18.19
8571,30,381,-13.23,-2.16,-16.99
8574,30,384,-15.91,-0.7,-17.31
8577,30,387,-12.0,-0.73,-23.1
8580,30,390,-13.79,-0.28,-21.26
8791,33,0,-33.69,-13.14,-20.87
8794,33,3,-33.51,-11.15,-15.93
8797,33,6,-33.34,-9.16,-11.0
8800,33,9,-30.9,-6.29,-9.11
8803,33,12,-28.46,-3.43,-7.22
8806,33,15,-28.89,-0.08,-1.32
8809,33,18,-29.32,3.28,4.59
8812,33,21,-28.88,6.39,1.71
8815,33,24,-28.45,9.5,-1.16
8818,33,27,-26.62,12.12,-1.62
8821,33,30,-24.79,14.75,-2.08
8822,33,48,-12.96,12.82,-27.04
8825,33,51,-17.25,13.69,-23.67
8828,33,54,-21.53,14.56,-20.29
8831,33,57,-24.82,10.67,-18.57
8834,33,60,-28.11,6.78,-16.85
8837,33,63,-28.15,4.99,-19.1
8840,33,66,-28.18,3.2,-21.34
8843,33,69,-26.7,-0.57,-8.98
8846,33,72,-25.21,-4.34,3.38
8849,33,75,-28.74,0.98,-5.3
8852,33,78,-32.26,6.3,-13.99
8853,33,348,-6.98,-1.86,-23.91
8856,33,351,-1.57,0.11,-23.27
8859,33,354,-4.27,2.77,-23.55
8862,33,357,-6.79,0.34,-24.36
8865,33,360,-4.1,0.13,-26.12
8868,33,363,0.09,1.23,-27.62
8871,33,366,-3.39,2.8,-28.17
8874,33,369,-3.31,-1.45,-28.49
8877,33,372,-5.22,-2.95,-27.61
8880,33,375,-3.45,-5.05,-25.66
8883,33,378,-5.94,-1.78,-23.68
8886,33,381,-9.54,-0.32,-21.92
8889,33,384,-11.8,0.43,-21.28
8892,33,387,-8.45,2.03,-25.3
8895,33,390,-10.54,-0.46,-24.56
9106,36,0,-33.28,-11.16,-15.87
9109,36,3,-32.4,-9.86,-11.83
9112,36,6,-31.52,-8.57,-7.8
9115,36,9,-30.21,-5.43,-3.57
9118,36,12,-28.91,-2.29,0.66
9121,36,15,-28.29,0.66,1.46
9124,36,18,-27.66,3.61,2.26
9127,36,21,-26.81,7.83,3.34
9130,36,24,-25.96,12.04,4.41
9133,36,27,-25.31,14.05,2.57
9136,36,30,-24.65,16.07,0.74
9137,36,48,-18.78,17.0,-17.25
9140,36,51,-20.89,14.75,-15.87
9143,36,54,-23.01,12.5,-14.5
9146,36,57,-23.96,10.11,-13.52
9149,36,60,-24.91,7.71,-12.53
9152,36,63,-26.62,3.21,-11.12
9155,36,66,-28.33,-1.29,-9.71
9158,36,69,-24.79,-3.03,-4.91
9161,36,72,-21.25,-4.77,-0.11
9164,36,75,-27.41,0.57,2.7
9167,36,78,-33.57,5.9,5.5
9168,36,348,-3.87,4.02,-29.11
9171,36,351,6.27,6.96,-28.54
9174,36,354,1.71,8.1,-28.8
9177,36,357,-3.48,4.13,-31.74
9180,36,360,-2.51,0.94,-32.89
9183,36,363,5.67,5.14,-34.38
9186,36,366,0.36,6.83,-34.53
9189,36,369,-0.6,2.27,-35.5
9192,36,372,-1.92,1.24,-34.09
9195,36,375,0.22,-2.71,-31.39
9198,36,378,-2.26,1.68,-29.17
9201,36,381,-5.85,1.51,-26.86
9204,36,384,-7.7,1.56,-25.25
9207,36,387,-4.9,4.79,-27.5
9210,36,390,-7.29,-0.64,-27.87
9421,39,0,-27.62,-15.1,-14.71
9424,39,3,-29.01,-11.85,-8.95
9427,39,6,-30.41,-8.59,-3.2
9430,39,9,-28.61,-4.8,-1.96
9433,39,12,-26.81,-1.01,-0.72
9436,39,15,-26.64,1.95,-1.1
9439,39,18,-26.47,4.91,-1.49
9442,39,21,-25.4,8.66,1.39
9445,39,24,-24.32,12.42,4.28
9448,39,27,-23.32,14.68,1.94
9451,39,30,-22.31,16.95,-0.4
9452,39,48,-15.44,16.21,-17.75
9455,39,51,-16.08,12.33,-17.44
9458,39,54,-16.72,8.44,-17.13
9461,39,57,-17.55,5.38,-15.98
9464,39,60,-18.39,2.31,-14.82
9467,39,63,-19.16,-0.37,-12.79
9470,39,66,-19.92,-3.05,-10.75
9473,39,69,-17.35,-5.79,-5.68
9476,39,72,-14.78,-8.53,-0.6
9479,39,75,-20.73,-2.55,5.15
9482,39,78,-26.68,3.44,10.91
9483,39,348,-1.54,6.28,-32.62
9486,39,351,5.45,5.68,-32.15
9489,39,354,2.59,6.92,-31.55
9492,39,357,0.19,6.55,-32.96
9495,39,360,-1.09,3.86,-33.92
9498,39,363,3.16,3.22,-36.14
9501,39,366,-0.94,4.45,-36.34
9504,39,369,-5.1,-0.12,-35.87
9507,39,372,-3.24,-1.55,-34.9
9510,39,375,-1.44,-4.0,-32.6
9513,39,378,-1.58,0.49,-29.94
9516,39,381,-6.64,0.35,-26.53
9519,39,384,-7.52,0.15,-25.49
9522,39,387,-5.87,2.82,-26.53
9525,39,390,-7.02,3.09,-26.56
9736,42,0,-24.44,-11.54,-15.38
9739,42,3,-25.18,-8.83,-12.03
9742,42,6,-25.93,-6.12,-8.69
9745,42,9,-25.36,-3.31,-5.6
9748,42,12,-24.8,-0.5,-2.51
9751,42,15,-25.13,1.75,-1.24
9754,42,18,-25.46,4.0,0.03
9757,42,21,-25.55,7.51,2.35
9760,42,24,-25.64,11.02,4.67
9763,42,27,-23.7,14.58,1.49
9766,42,30,-21.76,18.13,-1.69
9767,42,48,-13.14,15.6,-13.56
9770,42,51,-13.85,12.66,-15.87
9773,42,54,-14.56,9.71,-18.18
9776,42,57,-13.26,6.74,-17.86
9779,42,60,-11.96,3.77,-17.54
9782,42,63,-13.6,-0.09,-14.51
9785,42,66,-15.24,-3.94,-11.48
9788,42,69,-12.11,-6.2,-7.77
9791,42,72,-8.98,-8.45,-4.06
9794,42,75,-15.17,-3.24,2.89
9797,42,78,-21.35,1.97,9.84
9798,42,348,0.79,8.54,-36.14
9801,42,351,4.63,4.4,-35.75
9804,42,354,3.47,5.75,-34.29
9807,42,357,3.86,8.97,-34.17
9810,42,360,0.33,6.78,-34.95
9813,42,363,0.65,1.29,-37.9
9816,42,366,-2.24,2.06,-38.14
9819,42,369,-9.6,-2.52,-36.24
9822,42,372,-4.56,-4.35,-35.71
9825,42,375,-3.11,-5.29,-33.82
9828,42,378,-0.9,-0.7,-30.72
9831,42,381,-7.42,-0.81,-26.21
9834,42,384,-7.33,-1.26,-25.73
9837,42,387,-6.84,0.85,-25.56
9840,42,390,-6.75,6.82,-25.24
10051,45,0,-22.72,-10.21,-14.42
10054,45,3,-22.55,-8.48,-11.26
10057,45,6,-22.37,-6.76,-8.1
10060,45,9,-24.32,-4.67,-5.54
10063,45,12,-26.26,-2.58,-2.98
10066,45,15,-26.11,0.75,-2.05
10069,45,18,-25.95,4.08,-1.13
10072,45,21,-25.42,7.44,1.83
10075,45,24,-24.89,10.8,4.79
10078,45,27,-23.21,15.21,1.16
10081,45,30,-21.52,19.61,-2.48
10082,45,48,-8.97,14.79,-18.09
10085,45,51,-8.81,11.42,-19.5
10088,45,54,-8.65,8.05,-20.91
10091,45,57,-9.24,5.23,-20.27
10094,45,60,-9.84,2.4,-19.62
10097,45,63,-10.44,0.0,-17.37
10100,45,66,-11.05,-2.39,-15.13
10103,45,69,-8.72,-5.41,-11.62
10106,45,72,-6.4,-8.42,-8.12
10109,45,75,-9.57,-4.49,2.14
10112,45,78,-12.74,-0.57,12.39
10113,45,348,1.81,6.79,-41.44
10116,45,351,8.56,7.06,-38.66
10119,45,354,4.8,6.19,-38.68
10122,45,357,7.53,10.37,-37.17
10125,45,360,0.72,4.67,-38.19
10128,45,363,2.1,-0.72,-39.18
10131,45,366,-1.07,3.36,-38.76
10134,45,369,-6.4,-1.64,-37.34
10137,45,372,-4.06,-4.84,-35.76
10140,45,375,-1.22,-5.46,-33.38
10143,45,378,-2.7,-2.33,-29.86
10146,45,381,-6.13,-3.16,-25.16
10149,45,384,-7.29,-2.44,-23.16
10152,45,387,-6.67,0.75,-22.22
10155,45,390,-7.89,2.74,-21.76
10366,48,0,-22.78,-11.54,-13.59
10369,48,3,-23.37,-9.11,-10.32
10372,48,6,-23.96,-6.68,-7.04
10375,48,9,-24.37,-3.51,-4.24
10378,48,12,-24.78,-0.35,-1.44
10381,48,15,-25.58,2.33,0.81
10384,48,18,-26.38,5.01,3.06
10387,48,21,-25.47,9.26,3.61
10390,48,24,-24.56,13.51,4.16
10393,48,27,-23.59,17.26,1.88
10396,48,30,-22.61,21.01,-0.4
10399,48,33,-18.58,20.92,-7.77
10402,48,36,-14.55,20.84,-15.15
10405,48,39,-11.85,19.79,-15.53
10408,48,42,-9.15,18.75,-15.91
10411,48,45,-9.84,17.41,-16.78
10414,48,48,-10.54,16.07,-17.64
10417,48,51,-8.64,12.78,-20.05
10420,48,54,-6.74,9.49,-22.45
10423,48,57,-7.42,5.68,-23.01
10426,48,60,-8.1,1.86,-23.56
10429,48,63,-8.49,-0.7,-21.09
10432,48,66,-8.88,-3.25,-18.62
10435,48,69,-8.02,-6.16,-15.89
10438,48,72,-7.16,-9.06,-13.15
10441,48,75,-9.86,-4.93,-2.96
10444,48,78,-12.55,-0.8,7.23
10445,48,348,2.83,5.03,-46.75
10448,48,351,12.5,9.72,-41.56
10451,48,354,6.13,6.64,-43.07
10454,48,357,11.19,11.76,-40.18
10457,48,360,1.11,2.55,-41.43
10460,48,363,3.54,-2.74,-40.45
10463,48,366,0.1,4.66,-39.38
10466,48,369,-3.2,-0.77,-38.45
10469,48,372,-3.56,-5.33,-35.8
10472,48,375,0.66,-5.63,-32.93
10475,48,378,-4.49,-3.96,-29.0
10478,48,381,-4.84,-5.51,-24.11
10481,48,384,-7.25,-3.62,-20.6
10484,48,387,-6.51,0.66,-18.88
10487,48,390,-9.04,-1.34,-18.28
10732,51,0,-22.83,-11.56,-16.53
10735,51,3,-23.73,-10.58,-12.93
10738,51,6,-24.62,-9.61,-9.33
10741,51,9,-25.34,-5.96,-7.16
10744,51,12,-26.07,-2.31,-5.0
10747,51,15,-26.46,1.35,-3.0
10750,51,18,-26.86,5.01,-1.0
10753,51,21,-25.6,9.97,1.74
10756,51,24,-24.35,14.93,4.48
10759,51,27,-23.05,18.85,1.19
10762,51,30,-21.74,22.77,-2.1
10765,51,33,-17.69,22.29,-9.0
10768,51,36,-13.64,21.81,-15.9
10771,51,39,-10.26,16.85,-20.29
10774,51,42,-6.88,11.89,-24.67
10777,51,45,-5.9,12.8,-24.81
10780,51,48,-4.91,13.72,-24.95
10783,51,51,-5.29,12.65,-25.25
10786,51,54,-5.67,11.58,-25.55
10789,51,57,-5.94,6.95,-26.51
10792,51,60,-6.22,2.31,-27.47
10795,51,63,-7.44,0.02,-24.29
10798,51,66,-8.66,-2.28,-21.11
10801,51,69,-8.44,-3.7,-19.42
10804,51,72,-8.23,-5.13,-17.74
10807,51,75,-7.07,-3.79,-8.38
10810,51,78,-5.9,-2.44,0.97
10811,51,348,-1.37,6.94,-51.81
10814,51,351,11.32,7.71,-47.95
10817,51,354,7.13,6.48,-47.41
10820,51,357,-1.73,7.8,-44.3
10823,51,360,-0.97,0.96,-44.47
10826,51,363,0.78,-4.18,-42.19
10829,51,366,-0.92,2.74,-40.32
10832,51,369,-3.83,-2.19,-38.15
10835,51,372,-4.39,-5.47,-35.88
10838,51,375,0.9,-5.27,-33.48
10841,51,378,-1.23,-2.13,-30.3
10844,51,381,-2.2,-5.59,-25.33
10847,51,384,-4.07,-4.87,-21.42
10850,51,387,-2.49,-2.26,-18.96
10853,51,390,-5.29,-1.03,-17.94
11098,54,0,-20.3,-9.62,-22.94
11101,54,3,-21.22,-9.31,-19.42
11104,54,6,-22.15,-9.0,-15.9
11107,54,9,-23.9,-5.85,-10.73
